Iteration	Posterior	Likelihood	Prior	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	turnover
2000	-6024.818	-4585.241	-1439.577	0.0007367619	-0.0008989316	0.197787	0.001570396	5	615.571	0.1968881	465.239	411.983	411.938	413.277	392.171	400.58	396.486	393.659	395.833	386.185	396.49	394.689	397.015	392.41	390.18	391.114	389.711	386.422	386.28	388.514	388.593	385.815	376.134	370.809	375.515	372.946	371.874	369.395	372.998	358.694	352.116	304.84	290.092	282.49	283.007	280.844	283.761	274.633	284.406	277.783	281.275	283.767	284.447	282.674	280.77	281.156	275.029	274.38	268.622	252.044	267.51	266.594	249.968	246.168	251.563	213.525	211.824	208.923	207.044	202.269	201.672	178.742	176.582	113.109	111.153	79.3221	76.1698	36.8473	35.8911	61.8464	210.322	210	211.596	239.034	241.782	283.591	279.608	294.263	290.394	316.384	334.034	335.064	334.754	349.886	371.794	373.071	374.741	381.244	383.9	377.39	380.495	388.331	399.82	403.806	389.968	401.084	399.119	401.498	400.089	393.5	422.987	425.627	424.709	474.858	464.29	477.027	475.634	482.055	477.546	1.004566
2100	-6015.961	-4568.333	-1447.628	0.0006807595	0.001311182	0.2110025	0.001345495	8	626.4323	0.2123137	463.43	411.552	412.725	412.943	390.041	403.948	399.464	394.323	395.025	387.762	393.097	394.065	397.792	390.887	392.81	390.127	391.302	387.185	388.287	387.497	386.342	387.496	378.216	371.348	373.978	373.683	374.619	370.339	374.169	358.851	353.312	304.265	291.143	282.503	284.177	281.513	283.52	274.306	283.32	277.521	281.35	284.228	284.087	282.224	281.2	281.406	274.429	274.326	272.506	251.277	267.529	266.738	249.968	245.968	251.218	213.308	211.738	210.262	206.705	201.101	202.546	179.067	174.538	113.738	111.316	80.7143	76.0159	37.5219	33.633	61.8464	210.371	210.837	209.586	242.651	239.787	284.417	278.194	293.158	287.706	315.019	332.98	334.067	332.868	353.798	374.09	373.658	374.796	379.017	384.456	383.704	384.609	388.931	399.716	403.024	389.426	402.766	399.108	399.672	400.089	393.5	422.209	428.674	429.429	474.882	465.376	476.868	476.655	481.717	478.507	0.9938243
2200	-6035.057	-4570.75	-1464.307	0.0006719698	0.001772012	0.1817939	0.001060244	8	626.929	0.1835659	465.81	411.746	411.382	411.712	388.082	404.387	399.062	394.425	393.596	388.515	395.02	393.62	397.88	392.352	391.146	390.893	391.815	386.384	388.612	386.311	386.442	388.289	382.019	373.503	373.75	371.08	373.132	372.739	373.211	359.246	350.254	299.529	290.646	281.217	284.333	282.293	283.686	275.132	282.667	278.362	283.725	283.088	283.056	280.999	280.87	280.796	275.384	275.548	271.658	252.613	267.328	266.558	246.691	248.897	248.282	213.3	212.642	212.883	206.927	201.1	201.555	180.741	174.831	115.91	114.475	84.125	76.3703	38.9473	36.5518	60.5052	211.383	211.325	208.622	239.473	240.055	282.432	280.044	293.1	285.434	316.961	333.4	333.458	334.903	350.03	371.034	373.595	374.914	378.363	383.924	379.743	384.46	388.825	401.439	401.429	389.131	401.16	400.838	401.828	400.817	393.5	419.515	430.285	428.544	474.858	464.17	472.849	476.783	479.137	479.689	0.9903467
2300	-6028.693	-4576.793	-1451.901	0.0006788496	0.001594763	0.1592458	0.001807303	11	628.6458	0.1608406	467.211	412.61	411.896	415.067	385.802	403.535	397.967	393.788	395.623	388.166	392.88	394.909	397.171	389.148	389.319	392.722	391.158	388.895	387.266	386.734	387.151	388.398	379.979	371.745	374.124	369.887	374.669	373.56	375.076	357.406	350.407	297.111	290.961	281.036	284.067	282.959	283.213	274.091	281.656	278.094	284.585	283.118	283.163	282.124	280.948	278.516	275.193	275.601	271.559	251.152	267.357	266.706	245.74	247.882	246.263	213.556	209.805	211.375	206.933	203.371	202.08	180.97	173.855	113.982	113.216	80.1699	76.1835	38.6218	36.361	60.7876	213.103	212.072	209.704	241.059	242.105	282.176	280.666	293.123	288.243	318.87	331.401	331.326	336.148	352.267	369.917	371.295	375.653	379.782	383.189	382.791	384.643	386.348	403.481	402.261	389.111	397.036	403.074	403.958	401.835	393.5	420.818	431.128	429.011	477.199	464.201	473.633	477.185	481.054	483.454	0.9900848
2400	-6022.296	-4574.623	-1447.673	0.0006857344	0.002502448	0.1537429	0.001459041	12	625.5257	0.1562453	463.607	412.611	412.14	413.861	386.373	404.584	396.918	393.759	394.153	387.391	396.818	395.555	399.061	391.659	392.119	392.707	391.966	387.139	387.075	388.941	385.487	386.136	375.667	374.661	374.124	371.921	368.815	373.606	373.713	358.452	350.553	299.437	292.223	280.831	283.143	281.05	284.471	275.479	284.3	279.203	284.321	283.762	284.74	282.935	280.789	281.63	275.418	274.549	269.211	250.972	267.401	266.739	247.535	249.747	248.207	213.303	208.71	211.444	205.194	203.664	201.242	181.203	174.054	112.087	112.445	80.0378	76.2011	39.2485	33.8634	62.2566	211.459	211.569	210.962	242.835	241.892	281.923	279.996	293.277	286.216	318.698	330.944	331.706	337.556	350.632	369.5	369.971	374.779	378.202	385.215	378.28	384.361	386.569	404.026	401.219	392.108	397.446	404.306	404.208	404.164	393.5	421.152	432.351	431.007	476.622	466.541	475.625	476.698	480.131	483.139	0.9839839
2500	-6034.741	-4566.872	-1467.869	0.0006417004	0.002544702	0.1480978	0.001681106	7	628.5409	0.1506425	465.773	412.366	411.67	415.09	386.29	401.713	394.087	394.921	397.649	386.694	398.254	399.049	399.254	390.688	390.533	392.849	389.621	387.368	387.358	388.806	387.635	386.229	375.958	374.942	373.974	370.23	369.846	370.38	374.92	357.874	349.981	297.434	290.702	281.172	283.013	282.118	283.583	274.573	281.067	283.956	283.389	284.339	284.303	282.697	280.789	281.386	273.988	275.892	268.548	254.235	267.139	266.747	248.324	250.093	249.31	213.317	209.866	208.624	206.875	201.23	201.111	179.461	172.738	112.396	111.159	81.3379	75.1319	38.5406	36.075	62.5922	212.21	209.608	211.456	243.555	243.114	283.425	282.586	293.781	287.634	318.321	331.534	331.019	337.109	349.812	369.575	369.919	374.62	377.654	384.461	378.093	384.83	385.933	403.016	403.755	393.271	398.819	399.561	404.208	405.299	393.5	423.833	430.3	431.589	475.017	466.196	473.883	476.504	481.105	486.857	0.9831077
2600	-6032.778	-4574.134	-1458.643	0.0006230323	0.002728915	0.1156135	0.001952307	11	625.1184	0.1183425	464.697	412.775	411.362	413.717	388.948	401.506	394.51	393.963	396.592	385.581	392.938	394.389	397.869	393.026	390.104	391.685	389.819	387.722	388.675	388.778	385.892	386.135	374.609	374.637	375.07	373.696	370.758	369.94	374.847	359.094	351.216	301.381	291.808	281.032	283	282.239	283.535	273.869	281.229	283.236	283.002	283.003	283.498	281.472	280.76	280.433	274.279	273.999	268.348	255.502	267.138	266.73	248.564	250.336	246.455	213.301	208.104	211.683	206.875	201.777	201.899	178.221	171.935	111.271	111.608	85.8433	77.1573	38.378	36.2181	63.9142	212.993	208.933	209.636	245.336	243.446	284.143	283.679	293.844	285.291	319.711	331.991	332.491	335.153	350.456	368.624	372.081	373.733	380.318	382.205	378.341	381.119	388.208	401.368	399.544	391.191	397.386	399.216	403.715	408.801	393.5	420.844	429.632	431.842	472.935	466.398	472.637	473.66	480.832	485.525	0.9769405
2700	-6026.599	-4571.027	-1455.573	0.0006796057	0.003175031	0.09015871	0.002489712	9	629.8162	0.09333374	469.346	411.312	414.71	414.719	386.441	401.186	393.503	394.884	395.655	387.202	394.313	393.741	399.48	391.546	389.845	392.162	390.084	388.965	386.849	386.357	386.17	388.539	377.381	376.391	373.852	369.585	369.971	369.222	374.251	353.861	350.564	301.734	292.114	281.949	283	281.049	284.614	274.697	282.958	284.475	281.116	284.517	284.078	282.936	281.806	277.402	274.777	275.085	267.005	255.076	267.285	266.538	246.18	249.078	246.645	214.514	208.101	211.858	204.397	201.809	201.972	180.103	175.809	112.408	111.546	88.1033	75.1353	38.2149	33.0182	64.9335	211.424	210.437	209.317	244.868	240.851	283.252	282.804	293.364	289.26	319.079	333.153	332.327	338.277	350.373	372.07	371.84	376.305	377.362	382.841	379.085	379.381	389	403.256	403.447	394.146	397.264	399.179	403.769	406.644	393.5	422.421	427.76	429.145	472.725	468.272	472.763	474.041	481.326	482.942	0.965982
2800	-6017.179	-4552.89	-1464.289	0.0006714676	-0.003587754	0.1184926	0.001987529	8	621.7704	0.1149048	463.85	412.94	414.14	414.269	388.936	402.467	393.5	399.235	395.681	387.48	393.846	393.666	397.757	391.942	390.56	392.795	389.165	388.186	386.336	385.91	388.883	385.346	374.972	376.648	374.273	372.253	369.54	372.96	373.905	355.714	351.865	303.822	289.934	282.217	283	281.2	284.7	277.082	284.474	283.004	281.229	283.237	283.674	282.613	281.844	277.035	275.328	274.248	265.209	255.842	267.537	266.701	250.433	247.915	245.572	213.833	211.507	212.152	205.111	201.165	201.833	178.225	177.829	111.26	112.18	84.7342	76.3991	37.9289	32.9073	65.63	211.909	212.797	208.1	244.019	239.456	283.523	281.867	293.104	288.869	317.47	334.752	335.308	341.629	349.904	372.07	375.096	376.302	378.465	385.112	381.685	384.043	388.351	404.369	399.832	399.696	396.799	399.109	404.236	402.406	393.687	424.335	429.409	425.845	473.302	467.68	472.712	472.882	480.975	483.833	1.031224
2900	-5993.711	-4554.705	-1439.006	0.0007156372	0.003270877	0.09697095	0.002328873	12	628.7463	0.1002418	463.228	412.475	412.631	413.142	390.844	401.582	393.5	396.114	396.838	387.05	395.704	396.768	396.962	389.3	391.614	390.76	390.635	385.758	386.188	385.504	388.834	385.454	376.418	376.224	375.104	372.183	370.915	371.437	373.945	356.06	349.82	305.862	290.565	280.729	283	281.362	283.526	277.398	284.391	282.822	281.178	283	283.513	282.047	282.146	278.165	274.447	273.715	265.177	253.176	267.449	266.607	250.503	247.915	246.249	213.874	211.304	209.01	203.907	201.526	201.11	174.748	177.317	112.319	112.742	84.2944	77.0951	40.5101	34.5152	62.3232	211.274	212.985	209.76	245.177	239.589	284.681	281.651	293.72	290.536	314.92	331.46	332.837	341.433	349.843	369.123	374.179	376.766	379.175	384.328	379.546	384.204	387.341	400.751	402.855	395.338	396.855	401.076	404.365	403.069	393.593	422.913	426.222	430.244	473.915	468.783	475.237	476.456	480.29	482.589	0.9673701
3000	-6012.493	-4566.804	-1445.689	0.0006878453	0.0006426527	0.07809761	0.002663195	13	623.1205	0.07874027	466.028	414.186	414.342	413.675	388.888	404.009	393.5	394.926	398.293	387.744	394.959	398.764	399.376	393.434	392.492	389.055	390.439	387.414	386.268	387.083	388.298	388.272	374.588	377.088	375.206	371.645	372.713	370.872	372.719	359.115	349.847	308.258	290.603	281.896	283	284.78	283.645	275.722	282.169	281.405	281.445	283.71	284.692	281.667	281.949	277.285	275.395	274.739	265.216	255.073	267.259	267.016	252.083	245.996	245.747	213.672	208.828	211.582	203.977	201.836	201.101	176.257	175.923	111.299	112.54	84.1022	77.4736	43.1309	34.9888	62.0021	211.835	212.044	210.484	242.274	239.884	281.184	286.106	293.389	289.302	314.256	334.306	333.594	339.739	349.823	372.464	372.553	375.987	378.313	383.532	378.197	382.846	388.498	403.827	402.089	395.282	397.799	399.207	402.392	400.896	393.5	422.325	425.483	429.889	475.639	468.179	472.768	476.159	480.993	480.686	0.9918383
3100	-6012.61	-4560.996	-1451.614	0.000642739	0.003947353	0.1152228	0.001888914	12	628.4164	0.1191702	468.341	411.769	412.057	413.631	397.033	404.477	393.691	394.606	397.298	389.902	393.945	397.249	399.229	389.946	392.633	391.97	389.171	386.687	387.412	388.449	389.021	388.123	376.02	383.963	375.395	372.247	370.849	370.65	370.19	358.532	349.807	309.388	289.956	281.424	283	283.486	283.431	275.237	281.914	276.504	282.449	284.753	283.935	281.645	281.129	275.935	273.837	274.705	269.845	255.729	267.284	266.983	253.622	247.277	245.572	213.304	208.252	213.064	202.188	202.915	203.612	176.598	172.713	113.303	115.283	87.7055	76.7033	46.812	33.0283	62.7013	211.023	210.705	210.52	240.871	240.311	283.497	287.03	293.1	288.446	314.27	336.665	334.931	341.217	349.806	371.873	373.977	374.297	378.142	383.19	379.593	380.842	387.225	402.593	400.225	399.163	398.428	399.346	399.556	403.027	393.5	423.122	424.849	426.42	472.631	466.535	476.427	474.15	481.835	483.364	0.9668763
3200	-6011.869	-4555.575	-1456.294	0.0006375433	0.003493933	0.1284476	0.001764632	11	629.6252	0.1319416	476.039	415.57	412.393	412.97	400.712	400.372	398.163	395.289	394.366	392.517	398.943	396.918	398.721	392.717	393.334	390.448	390.256	386.849	388.977	387.619	385.84	388.312	375.847	380.199	376.872	373.267	370.369	370.271	368.954	354.307	350.291	310.848	290.688	282.105	283	284.508	283.28	277.483	281.551	276.504	283.239	284.096	284.474	282.467	282.664	282.141	274.86	274.921	266.074	256.98	267.591	266.883	251.457	245.597	246.611	213.3	210.688	212.207	206.787	201.893	201.236	184.276	171.856	111.137	116.162	82.5629	75.3125	48.0072	35.9043	63.1105	208.589	208.55	211.996	240.109	240.659	282.926	285.793	294.366	289.594	314.769	334.459	335.461	339.939	351.325	370.461	371.628	374.402	383.835	382.623	382.947	379.977	387.996	403.685	400.778	403.875	397.002	399.117	399.945	405.104	393.5	420.954	428.535	426.715	473.608	468.588	473.902	476.074	480.339	486.909	0.9735191
3300	-6025.57	-4555.84	-1469.731	0.0006230237	0.003199461	0.1241735	0.00202329	10	628.9979	0.127373	470.828	411.432	414.773	411.872	396.926	400.293	398.493	394.041	393.736	390.589	392.85	397.927	397.616	392.197	389.662	389.581	391.968	388.111	388.813	386.227	387.675	387.309	376.075	378.784	376.864	371.295	368.902	373.119	371.165	355.518	353.149	312.577	292.152	284.681	283.671	284.454	283.84	273.933	281.841	279.001	283.688	283.007	284.516	281.27	280.779	282.912	274.286	274.902	266.029	260.427	267.442	266.874	252.254	248.999	246.746	213.3	212.64	210.827	207.931	201.194	203.767	183.899	174.343	111.168	113.013	83.3308	75.8549	48.1527	35.9043	60.1272	212.714	209.548	208.438	245.107	240.844	281.142	279.047	294.093	294.915	317.657	335.755	333.057	340.967	351.822	368.789	370.775	374.852	384.729	380.221	379.314	384.761	387.26	400.062	403.625	404.471	399.265	399.1	402.265	406.127	393.5	420.518	426.452	424.771	472.729	474.63	476.754	476.548	480.663	475.932	0.9748812
3400	-6047.843	-4576.092	-1471.751	0.0006679838	0.0005600833	0.1414525	0.001935174	5	616.3074	0.1420126	479.223	411.886	416.535	412.789	405.103	402.235	397.369	395.126	398.822	392.737	394.247	394.7	398.981	392.727	390.046	389.803	392.247	387.388	387.499	387.043	387.654	385.622	378.032	382.801	374.001	370.844	373.593	370.89	368.865	357.608	350.939	310.529	291.775	285.383	283.186	283.286	283.939	274.3	283.135	281.789	283.313	283	283.519	281.973	281.491	280.155	275.707	274.051	272.238	260.557	267.305	266.668	255.947	255.08	249.82	213.3	208.175	208.567	206.181	201.286	202.55	180.181	174.343	112.167	115.616	88.1286	75.8688	39.1735	36.3038	64.5902	210.344	210.288	212.932	242.558	244.22	282.039	284.693	293.259	294.367	317.559	335.29	334.694	340.024	353.631	374.382	372.32	376.65	378.647	379.105	378.907	385.25	386.372	400.062	404.536	404.411	400.236	399.796	401.972	403.718	393.5	420.024	424.816	426.427	477.201	471.905	476.894	476.404	479.704	478.764	0.9960561
3500	-6000.907	-4537.071	-1463.836	0.0006446578	-0.003909685	0.1497049	0.001757058	7	624.3419	0.1457952	474.562	413.496	415.88	412.237	407.056	400.239	395.523	394.488	398.53	396.417	398.704	393.953	397.044	391.904	390.841	390.868	390.976	388.278	387.997	385.697	387.412	385.564	379.436	382.207	373.859	369.598	370.617	371.261	370.598	357.281	350.958	307.507	293.029	280.947	283	284.616	284.655	279.891	282.65	280.837	281.364	283	283.26	282.327	281.895	279.01	275.181	275.524	272.828	259.96	267.305	266.888	250.567	252.679	253.174	213.3	210.922	211.567	206.353	201.158	202.55	176.688	173.753	111.102	113.565	85.3997	77.3147	42.6917	35.0113	60.1133	208.748	209.7	211.415	244.523	244.462	284.604	280.788	293.374	294.291	318.22	336.473	332.495	334.576	350.337	373.998	372.223	374.506	381.223	381.516	384.644	381.761	388.582	401.897	404.558	402.253	403.523	400.389	404.297	400.735	393.5	422.478	427.273	426.649	472.707	471.905	473.519	473.785	482.078	486.095	1.026816
3600	-6010.636	-4552.096	-1458.54	0.0006705796	0.004992101	0.1795079	0.001358573	9	629.4824	0.1845	474.794	413.472	414.608	412.102	401.985	400.239	394.056	394.793	397.452	398.501	393.418	394.265	397.149	390.946	391.163	391.191	391.243	387.908	386.691	388.511	386.904	385.9	383.598	376.756	373.942	370.246	369.147	368.671	369.211	358.907	351.728	312.794	292.914	281.24	283	281.257	284.651	279.024	283.296	282.633	283.012	283.474	283.308	281.095	281.896	277.414	273.709	275.434	272.754	260.005	267.524	266.759	251.424	251.944	255.742	217.106	210.812	211.474	202.921	201.99	201.429	181.001	177.135	115.933	114.279	85.3997	77.9057	43.577	32.2132	62.6978	208.222	209.983	212.138	244.558	242.979	283.713	283.202	295.821	294.609	318.22	332.872	335.88	334.646	353.677	371.754	374.104	375.619	380.938	383.098	383.056	383.989	388.511	403.295	403.441	402.47	401.292	399.727	400.733	400.535	393.78	422.478	429.745	428.431	477	475.716	474.103	473.12	480.861	486.061	0.9729425
3700	-6006.195	-4548.99	-1457.205	0.0006709676	0.002046838	0.1563207	0.001275959	10	628.7898	0.1583675	473.496	412.809	412.156	412.292	400.155	404.455	394.802	394.648	394.452	398.794	394.913	394.98	399.134	391.946	390.097	392.901	389.433	387.143	386.579	388.816	385.433	386.182	377.488	373.482	373.942	373.108	371.56	371.717	371.785	355.634	350.137	312.517	290.315	281.622	283	283.503	283.759	281.732	281.285	282.347	284.139	283.206	284.705	281.849	281.047	278.489	275.659	275.269	269.579	267.819	267.254	266.629	254.637	253.786	254.437	214.913	209.711	209.547	201.466	201.99	201.429	181.135	174.678	111.148	114.794	86.1123	75.6834	46.5066	33.2335	60.246	210.774	211.334	212.021	242.81	241.682	283.056	284.026	293.856	293.149	315.931	335.907	331.526	334.216	349.889	375.14	372.686	375.074	382.396	378.661	384.081	380.227	386.65	402.337	402.994	402.432	399.939	399.12	402.228	400.085	393.514	423.855	431.478	424.693	477.076	474.518	476.829	475.476	480.929	485.078	0.9870754
3800	-6013.53	-4566.583	-1446.947	0.00065601	0.004214216	0.1301514	0.001887876	11	617.8135	0.1343656	476.965	411.368	415.493	412.398	407.029	400.254	396.771	394.526	394.989	396.782	393.903	394.166	399.217	392.449	389.367	390.119	391.435	385.44	387.924	385.842	388.589	389.089	377.488	365.865	373.898	369.386	370.012	373.86	372.413	356.731	352.661	304.962	289.952	280.948	283.02	281.382	284.161	279.472	282.997	284.584	282.131	283.594	284.588	281.875	281.261	277.709	273.616	274.688	265.161	259.368	267.188	266.82	249.807	252.95	250.076	213.789	210.277	210.482	206.819	204.153	201.154	182.536	172.965	115.563	111.17	83.7261	75.9489	47.5258	32.8005	62.2247	211.088	211.308	209.289	244.075	242.232	283.144	281.68	293.112	294.524	315.716	336.278	330.906	335.217	350.011	372.487	374.325	376.308	379.105	380.469	383.133	377.014	387.779	402.119	400.615	402.224	404.125	399.213	401.588	400.615	393.501	421.32	433.349	428.039	475.651	472.626	473.797	475.356	481.19	485.104	0.9686362
3900	-6012.971	-4555.022	-1457.949	0.0006916782	-0.004917779	0.1689461	0.001377046	7	626.0886	0.1640283	477.273	412.182	413.476	412.965	408.223	403.485	396.233	397.16	396.444	394.589	397.665	394.425	397.761	392.918	389.964	392.47	390.772	388.849	388.189	387.063	387.27	386.992	378.328	364.118	374.087	369.273	368.975	374.403	373.559	356.936	353.071	310.596	291.882	281.771	283	281.042	283.697	278.963	284.364	279.277	284.218	283.25	283.347	281.47	282.632	276.269	274.637	274.173	266.628	257.43	267.55	266.823	255.296	250.86	246.699	213.492	209.233	208.569	204.64	203.511	202.332	176.445	172.949	111.205	115.566	83.9298	77.1571	46.323	32.8629	61.3725	210.964	211.64	210.091	241.462	242.232	282.749	287.055	295.977	290.505	316.05	331.164	332.565	331.486	350.332	374.441	371.671	374.481	382.423	382.067	380.545	384.058	385.515	402.506	401.025	403.589	403.686	399.684	401.689	406.292	393.5	421.335	431.676	429.294	474.055	468.998	476.049	475.448	480.562	486.887	1.029981
4000	-6015.484	-4549.995	-1465.489	0.0006991722	-0.001939185	0.1503308	0.001343026	7	620.2403	0.1483916	477.36	414.298	417.07	412.32	407.803	399.85	394.28	398.986	395.575	395.36	397.724	395.52	396.645	390.092	391.121	392.931	389.452	386.497	385.775	387.063	387.433	388.672	374.674	365.517	374.102	370.245	368.773	373.579	371.616	355.519	351.713	307.862	289.949	281.284	283	282.347	284.747	276.97	283.281	282.338	282.301	283.032	284.365	282.065	280.798	282.707	275.171	274.911	265.972	259.938	267.577	266.791	252.451	255.021	245.625	216.821	210.276	209.739	205.001	202.37	201.102	177.138	173.154	111.854	116.045	82.9999	75.8157	41.433	33.3042	63.4731	211.941	210.044	212.325	242.378	243.643	282.174	287.234	293.175	293.148	318.935	331.744	331.525	339.517	351.287	372.124	371.11	376.822	381.861	382.592	385.215	381.239	386.315	400.213	404.29	404.507	397.94	399.121	403.765	403.089	397.121	419.65	431.439	433.709	475.146	469.08	477.04	475.868	480.434	486.624	1.013068
4100	-6024.345	-4553.682	-1470.663	0.0006602801	-0.002889773	0.1358096	0.00131436	6	625.8267	0.1329198	485.502	411.882	416.897	414.755	406.637	401.302	397.208	395.634	393.547	396.525	393.107	396.775	399.492	391.334	391.584	389.722	390.147	385.99	388.676	387.677	388.548	387.59	374.718	362.809	373.723	373.49	373.642	369.166	369.905	356.623	353.533	309.317	290.101	288.459	283	284.643	283.863	277.911	283.958	284.215	283.394	284.085	284.703	281.011	282.677	279.866	275.392	274.283	268.851	267.705	267.306	266.841	249.823	249.133	248.265	213.843	210.82	208.642	204.91	201.132	201.102	187.302	176.786	113.844	113.391	86.6367	75.8831	42.5826	33.5266	64.4511	211.834	208.418	213.238	239.241	243.305	283.547	279.63	296.953	295.468	319.006	336.602	331.608	340.503	349.967	370.863	371.941	374.926	381.863	380.982	378.638	379.452	386.228	399.568	401.924	402.935	401.382	399.1	400.316	402.606	393.702	424.041	428.467	431.821	476.355	474.864	477.04	476.548	479.221	479.874	1.021741
4200	-6005.938	-4550.344	-1455.594	0.0007241275	0.001033089	0.1234467	0.001577993	8	629.5118	0.1244798	485.328	412.774	415.993	414.271	408.405	401.65	394.279	395.126	399.338	389.724	393.036	398.429	397.58	392.179	393.464	391.563	391.09	388.264	388.733	386.493	387.255	386.682	374.765	361.174	374.023	374.751	369.713	374.717	369.081	355.633	349.909	302.787	290.593	280.799	283	281.481	284.746	273.7	281.653	282.354	284.029	283.792	284.396	282.98	281.431	282.22	274.916	274.665	272.77	269.088	267.269	267.012	248.85	254.775	246.344	213.301	210.679	208.718	207.119	201.768	203.982	188.586	174.033	111.241	115.87	84.4059	76.5758	41.0758	36.2328	64.4511	209.519	212.732	209.177	244.429	243.652	283.115	283.11	295.436	291.369	317.55	333.496	334.71	331.013	350.438	374.864	371.982	376.881	384.086	379.047	380.682	376.975	387.32	400.365	402.524	399.02	402.716	399.711	400.339	408.611	393.517	423.948	425.589	425.867	475.988	466.897	475.667	475.692	481.536	478.137	0.9917007
4300	-6018.091	-4568.111	-1449.979	0.0006965074	-0.0005872797	0.1108329	0.001563485	10	627.7184	0.1102456	482.808	411.388	416.327	414.079	405.669	401.42	398.075	395.98	395.527	390.758	393.474	399.153	397.581	391.526	391.731	391.431	389.486	386.06	386.666	386.95	385.844	389.026	377.559	368.309	376.733	368.666	374.047	371.572	369.147	353.901	349.889	297.903	290.921	282.769	283	284.448	283.317	273.957	284.574	279.324	281.659	283.299	284.493	282.938	282.729	282.377	274.633	275.268	271.165	264.845	267.138	266.862	249.661	247.831	246.49	213.517	213.227	208.885	204.889	201.403	201.155	189.261	174.894	111.104	113.065	80.391	75.693	37.2463	35.2567	63.5689	208.654	208.191	210.019	241.078	243.905	280.783	286.854	293.759	290.432	315.978	332.937	333.252	334.787	349.923	374.844	369.949	376.31	385.169	378.719	380.401	378.231	388.823	400.13	402.289	390.668	404.113	404.582	400.241	404.019	393.5	422.108	429.194	425.175	473.829	463.367	476.973	473.012	479.642	480.504	1.005327
4400	-6009.403	-4557.097	-1452.306	0.0006688833	-0.002037122	0.1260558	0.001546827	12	628.6681	0.1240186	484.488	413.033	413.23	412.841	392.223	402.834	395.471	399.366	396.753	388.401	394.446	396.316	398.272	392.546	390.754	392.333	389.424	388.711	388.963	386.677	388.819	385.817	374.978	368.066	376.834	372.2	371.166	373.687	374.805	354.403	351.476	297.903	290.363	282.729	283	280.766	284.303	277.293	283.156	281.02	282.676	284.772	284.632	281.036	282.032	282.551	275.213	274.134	266.25	267.247	267.263	266.869	248.083	249.484	245.632	213.3	210.979	208.726	207.071	202.626	207.202	186.901	175.183	113.549	114.588	83.3103	77.4483	39.3438	35.0672	60.1039	208.436	209.235	213.136	238.483	241.518	281.29	288.355	293.426	287.855	315.722	333.187	335.279	338.02	353.633	374.613	369.673	374.459	384.302	378.977	382.095	381.336	388.351	400.923	400.738	393.198	398.796	399.211	400.281	404.178	393.5	419.481	425.319	432.866	474.628	471.239	475.083	474.679	479.828	477.632	1.016426
4500	-6010.734	-4556.521	-1454.214	0.0006765704	0.001464444	0.1357212	0.001662746	11	624.2416	0.1371856	484.479	414.122	415.2	412.75	390.833	401.088	395.272	398.473	396.018	393.475	398.276	394.261	398.487	389.22	391.585	392.602	390.923	389.098	388.054	385.46	385.654	386.649	381.257	365.707	374.995	373.228	372.689	369.9	373.802	357.844	353.117	297.223	291.518	281.993	284.595	284.375	283.168	283.452	282.383	278.916	281.394	283.095	283.334	281.38	282.144	278.187	274.247	275.742	266.868	269.031	267.398	267.072	254.859	248.453	255.228	215.811	212.149	210.283	203.191	201.238	202.997	176.077	175.183	111.349	112.701	86.7502	76.4755	40.7517	32.7238	65.6397	212.907	209.345	212.142	243.401	240.694	283.081	274.952	295.095	295.86	316.443	334.548	332.572	340.035	350.086	370.153	371.912	373.937	381.01	382.353	379.326	380.818	388.589	400.538	403.952	403.4	398.873	399.101	401.24	406.27	393.5	422.125	428.675	431.739	475.951	469.857	473.826	477.024	479.122	486.54	0.9893251
